,price,bathrooms,sqft_living,floors,grade,sqft_above,sqft_basement,yr_built,zipcode,long,sqft_living15
103,1088000.0,2.5,2920.0,2.0,8.0,2920.0,0.0,1950.0,98004.0,-122.196,2370.0
104,290000.0,1.0,1210.0,1.0,7.0,1210.0,,1954.0,98058.0,-122.184,
105,375000.0,2.5,2340.0,1.0,8.0,1460.0,880.0,1978.0,98058.0,-122.133,2250.0
106,460000.0,1.0,1670.0,1.5,7.0,1170.0,500.0,1939.0,98117.0,,1240.0
107,188500.0,1.75,1240.0,1.0,8.0,1240.0,0.0,1985.0,98198.0,-122.322,1270.0
108,,2.5,3140.0,,10.0,3140.0,0.0,1991.0,98077.0,,2990.0
109,470000.0,1.75,2030.0,2.0,,2030.0,,1942.0,98052.0,-122.109,2500.0
110,597750.0,2.5,2310.0,2.0,8.0,2310.0,0.0,1984.0,98027.0,-122.053,1940.0
111,570000.0,1.75,,1.0,6.0,700.0,560.0,1905.0,98103.0,-122.34899999999999,1380.0
112,272500.0,1.75,1540.0,1.0,7.0,1160.0,380.0,1980.0,98038.0,-122.031,1540.0
113,329950.0,1.75,2080.0,1.0,7.0,1080.0,1000.0,1971.0,98108.0,-122.295,2090.0
114,480000.0,2.5,3230.0,2.0,9.0,2520.0,710.0,2001.0,98001.0,,2640.0
115,740500.0,3.5,4380.0,2.0,8.0,2780.0,,1900.0,98117.0,,1830.0
116,518500.0,3.5,1590.0,3.0,8.0,1590.0,,2010.0,98103.0,-122.34700000000001,1620.0
117,205425.0,1.0,,1.0,6.0,880.0,0.0,,98178.0,-122.24799999999999,1190.0
118,171800.0,2.0,1570.0,1.0,6.0,1570.0,0.0,1950.0,98168.0,-122.303,1880.0
119,535000.0,1.0,1610.0,1.5,7.0,1610.0,0.0,1925.0,98144.0,-122.294,1610.0
120,660000.0,2.5,2400.0,,8.0,1560.0,840.0,1964.0,,-122.38600000000001,2340.0
121,391500.0,2.0,1450.0,1.0,7.0,1450.0,0.0,1987.0,98034.0,-122.226,1580.0
122,395000.0,1.0,770.0,1.0,6.0,770.0,0.0,1953.0,98117.0,-122.36399999999999,1710.0
123,445000.0,1.75,2100.0,1.5,7.0,1720.0,380.0,1924.0,,-122.266,1850.0
124,,2.25,2910.0,2.0,9.0,2910.0,0.0,1990.0,98052.0,-122.098,2700.0
125,1450000.0,,2750.0,1.5,8.0,1980.0,,1914.0,,-122.212,3060.0
126,445000.0,2.25,2100.0,,8.0,1620.0,480.0,1967.0,98178.0,-122.244,2660.0
127,260000.0,2.25,2160.0,1.0,8.0,1360.0,800.0,1978.0,98023.0,-122.39,2090.0
128,822500.0,,2320.0,2.0,7.0,1720.0,600.0,1926.0,98103.0,-122.352,1700.0
129,,2.5,2070.0,2.0,7.0,2070.0,0.0,2004.0,98065.0,-121.85,1970.0
130,212000.0,1.75,1060.0,1.0,,1060.0,0.0,1986.0,98092.0,,1420.0
131,660500.0,2.25,,1.0,8.0,1440.0,570.0,1986.0,98027.0,-122.054,2060.0
132,784000.0,3.5,3950.0,1.5,9.0,2460.0,1490.0,1989.0,,-122.072,2480.0
133,453246.0,2.5,,2.0,8.0,1390.0,,2014.0,98029.0,-121.99799999999999,1690.0
134,675000.0,3.5,,3.0,9.0,2140.0,0.0,2005.0,98107.0,-122.38,1540.0
135,199000.0,1.75,,1.0,7.0,1320.0,0.0,1956.0,98003.0,-122.296,1550.0
136,220000.0,1.75,2020.0,1.0,7.0,1010.0,1010.0,1968.0,98003.0,-122.29899999999999,
137,452000.0,2.25,2590.0,1.0,,1340.0,1250.0,1968.0,98028.0,-122.266,1550.0
138,382500.0,,,1.0,6.0,1190.0,0.0,1981.0,98125.0,-122.287,1060.0
139,519950.0,2.25,1170.0,3.0,,1170.0,0.0,,98107.0,-122.381,1350.0
140,665000.0,1.0,1110.0,1.0,,1110.0,0.0,,,-122.35799999999999,1170.0
141,527700.0,2.5,2820.0,1.0,8.0,1550.0,1270.0,1968.0,98006.0,-122.12799999999999,2820.0
142,205000.0,,1610.0,1.0,7.0,1010.0,600.0,1962.0,98058.0,-122.171,1610.0
143,420000.0,1.0,,1.0,7.0,940.0,120.0,1923.0,98133.0,-122.351,1560.0
144,500000.0,2.25,2030.0,1.0,8.0,1380.0,650.0,1961.0,98006.0,-122.17399999999999,
145,921500.0,2.5,3670.0,2.0,9.0,3670.0,0.0,1994.0,98077.0,-122.02600000000001,2840.0
146,890000.0,1.0,2550.0,2.0,,2370.0,180.0,1905.0,98109.0,-122.353,2200.0
147,430000.0,2.5,2420.0,2.0,7.0,2420.0,0.0,2007.0,98027.0,-121.943,1940.0
148,258000.0,2.0,2260.0,,8.0,,1130.0,1960.0,98032.0,,1360.0
149,511000.0,1.0,1430.0,1.0,7.0,980.0,450.0,1947.0,98103.0,-122.336,1450.0
150,532170.0,,1360.0,2.0,8.0,1360.0,,,98103.0,-122.353,1500.0
151,560000.0,1.0,1110.0,,7.0,1110.0,0.0,,98107.0,-122.359,1420.0
152,282950.0,1.0,1250.0,1.0,7.0,1250.0,0.0,1954.0,98003.0,-122.304,1680.0
153,2250000.0,3.25,5180.0,2.0,,3540.0,1640.0,2006.0,98006.0,-122.162,3160.0
154,350000.0,1.0,700.0,1.0,7.0,700.0,0.0,1942.0,98115.0,-122.3,1010.0
155,215000.0,,1180.0,,,1180.0,0.0,1967.0,98058.0,-122.176,1190.0
156,650000.0,,,,9.0,2500.0,1460.0,1996.0,98056.0,-122.17200000000001,2640.0
157,320000.0,,2640.0,1.0,8.0,1620.0,,1967.0,,-122.369,1980.0
158,247000.0,2.0,1270.0,,7.0,1270.0,0.0,1916.0,98022.0,-121.99600000000001,1160.0
159,320000.0,1.75,1760.0,1.0,8.0,1760.0,0.0,1968.0,,-122.118,1730.0
160,255000.0,2.25,,1.0,7.0,,,,,-122.335,1010.0
161,438000.0,1.75,1780.0,1.0,7.0,1780.0,0.0,1962.0,98034.0,-122.193,1200.0
162,900000.0,2.5,3400.0,,10.0,3400.0,0.0,2000.0,98075.0,-122.023,3400.0
163,441000.0,2.75,1910.0,,7.0,1160.0,750.0,1979.0,98034.0,-122.22399999999999,1710.0
164,420000.0,2.0,2020.0,1.0,7.0,1010.0,,1975.0,98027.0,-122.023,2110.0
165,370000.0,1.75,,1.0,7.0,1180.0,400.0,1976.0,98034.0,-122.16799999999999,1640.0
166,269950.0,1.75,1340.0,1.0,5.0,700.0,640.0,1949.0,98198.0,-122.32700000000001,1830.0
167,807100.0,2.5,2680.0,2.0,9.0,2680.0,0.0,1999.0,98006.0,-122.125,2920.0
168,653000.0,2.5,2680.0,1.0,,1610.0,1070.0,1979.0,98034.0,-122.23100000000001,2480.0
169,371500.0,2.0,1370.0,1.0,7.0,1370.0,0.0,1964.0,,-122.331,1770.0
170,284000.0,,1560.0,1.0,7.0,,0.0,1954.0,98166.0,-122.337,1070.0
171,,1.75,2160.0,1.0,7.0,1670.0,490.0,1978.0,98023.0,-122.374,1930.0
172,313000.0,1.5,1340.0,1.5,7.0,1340.0,0.0,1955.0,,-122.339,1480.0
173,917500.0,2.5,3880.0,2.0,10.0,2570.0,1310.0,1984.0,98033.0,-122.182,3740.0
174,673000.0,,2590.0,2.0,8.0,2590.0,0.0,1980.0,98006.0,-122.125,2260.0
175,425000.0,2.5,1120.0,,,820.0,300.0,2008.0,98122.0,-122.31,1590.0
176,399950.0,,1970.0,1.0,7.0,1320.0,,1986.0,98144.0,,1280.0
177,385000.0,,1220.0,1.0,6.0,1220.0,0.0,1901.0,98122.0,-122.307,
178,269950.0,1.5,1950.0,1.0,7.0,1320.0,630.0,1975.0,98022.0,-121.999,1950.0
179,330000.0,1.0,1350.0,1.0,7.0,1060.0,290.0,1949.0,98177.0,-122.35799999999999,1540.0
180,260000.0,2.5,1670.0,2.0,7.0,1670.0,0.0,1988.0,98030.0,-122.179,1670.0
181,470000.0,3.0,2380.0,1.5,7.0,1680.0,700.0,1925.0,98126.0,-122.376,1410.0
182,589000.0,,,2.0,7.0,2440.0,0.0,1961.0,98034.0,-122.2,2290.0
183,163500.0,1.5,1050.0,2.0,7.0,1050.0,0.0,1996.0,98038.0,-122.039,1050.0
184,835000.0,2.75,3130.0,,9.0,2140.0,990.0,1993.0,98052.0,-122.102,2260.0
185,1095000.0,3.0,4090.0,1.0,10.0,2090.0,2000.0,1986.0,98033.0,-122.18799999999999,2540.0
186,269000.0,1.75,1490.0,,8.0,1100.0,390.0,1969.0,98023.0,-122.37899999999999,2190.0
187,560000.0,,1900.0,2.0,8.0,1900.0,,1987.0,98074.0,-122.04299999999999,2030.0
188,615000.0,1.0,1330.0,1.5,6.0,1330.0,0.0,1901.0,98103.0,-122.34,1330.0
189,585188.0,2.25,2230.0,1.0,8.0,1430.0,800.0,1975.0,98052.0,-122.15299999999999,2230.0
190,305000.0,1.75,,1.0,7.0,1220.0,430.0,1977.0,98034.0,-122.191,1540.0
191,166950.0,1.0,1190.0,1.0,6.0,1190.0,0.0,1959.0,98058.0,-122.184,1230.0
192,799000.0,2.5,2140.0,1.0,8.0,2140.0,0.0,1959.0,98040.0,-122.219,2680.0
193,400000.0,2.5,2180.0,1.0,7.0,1420.0,760.0,1962.0,98133.0,-122.336,1900.0
194,230000.0,1.0,1060.0,1.0,7.0,1060.0,,1948.0,,-122.3,
195,256883.0,2.5,1690.0,2.0,8.0,1690.0,0.0,2003.0,,,
196,423000.0,2.0,1970.0,1.5,7.0,1130.0,840.0,,98108.0,-122.31200000000001,1500.0
197,,,2150.0,2.0,8.0,2150.0,0.0,2007.0,98126.0,-122.37200000000001,1750.0
198,440000.0,2.5,,2.0,7.0,1910.0,0.0,1997.0,98024.0,-121.911,2330.0
199,385000.0,1.75,1350.0,1.0,7.0,1350.0,0.0,1969.0,98038.0,-121.994,1560.0
200,210000.0,1.0,860.0,,6.0,,0.0,1943.0,98056.0,-122.184,1300.0
201,297000.0,2.5,1940.0,,8.0,1940.0,0.0,1994.0,98042.0,-122.165,2030.0
202,470000.0,,1010.0,1.0,7.0,1010.0,0.0,1952.0,98107.0,-122.39399999999999,1680.0
203,226500.0,1.5,,1.0,7.0,900.0,400.0,1976.0,98023.0,-122.37,1430.0
204,274250.0,1.0,910.0,1.0,6.0,910.0,0.0,1962.0,98059.0,-122.15799999999999,1400.0
205,840000.0,1.75,2480.0,1.0,9.0,1630.0,850.0,1966.0,,-122.219,2770.0
206,677900.0,2.5,2440.0,2.0,,2440.0,,2010.0,,-122.11399999999999,2750.0
207,425000.0,1.0,,1.0,7.0,1010.0,0.0,1915.0,98116.0,-122.381,1290.0
208,180250.0,0.75,900.0,1.0,6.0,900.0,0.0,1941.0,98166.0,-122.339,1250.0
209,464000.0,3.0,2300.0,2.0,7.0,1600.0,700.0,1920.0,98133.0,-122.34299999999999,1560.0
210,320000.0,2.25,1550.0,2.0,8.0,1550.0,0.0,1993.0,98038.0,-122.04700000000001,1630.0
211,625504.0,2.25,1270.0,2.0,8.0,1060.0,210.0,2014.0,98105.0,-122.28399999999999,1160.0
212,592500.0,2.5,,1.0,,2240.0,0.0,1983.0,98074.0,-122.01700000000001,2520.0
213,465000.0,,2714.0,2.0,9.0,2714.0,0.0,2005.0,98001.0,-122.275,2590.0
214,477000.0,2.75,,2.0,,1720.0,0.0,,98118.0,-122.26799999999999,2130.0
215,280000.0,1.0,,1.0,6.0,850.0,0.0,1923.0,,-122.29899999999999,1100.0
216,1505000.0,3.0,,1.0,9.0,,1430.0,1957.0,98040.0,-122.21,3836.0
217,445838.0,2.5,2250.0,2.0,8.0,,0.0,2000.0,98146.0,,1320.0
218,1072000.0,2.25,3900.0,1.0,,1950.0,1950.0,1947.0,98144.0,-122.291,2580.0
219,467000.0,1.5,1320.0,1.0,8.0,1320.0,0.0,1947.0,98177.0,-122.367,2120.0
220,686000.0,2.5,2760.0,2.0,10.0,2760.0,0.0,1999.0,98075.0,-122.02600000000001,3070.0
221,279950.0,2.0,1750.0,1.0,7.0,,400.0,1961.0,98198.0,-122.29899999999999,1900.0
222,527000.0,2.25,2330.0,2.0,8.0,2330.0,0.0,1987.0,98011.0,-122.215,
223,325000.0,2.25,2220.0,1.0,8.0,1780.0,440.0,1966.0,98030.0,-122.21700000000001,2080.0
224,328000.0,2.25,2020.0,,7.0,2020.0,0.0,1994.0,98038.0,-122.023,2020.0
225,390000.0,2.25,1250.0,1.0,7.0,1250.0,0.0,1942.0,98146.0,-122.37299999999999,1280.0
226,479950.0,2.0,1510.0,1.0,8.0,1510.0,0.0,2005.0,98053.0,-122.01299999999999,1640.0
227,264950.0,2.25,1720.0,1.0,7.0,1120.0,600.0,1978.0,98023.0,-122.37100000000001,1510.0
228,235000.0,1.0,1430.0,1.0,7.0,980.0,450.0,1961.0,98031.0,-122.214,1960.0
229,516500.0,2.5,1480.0,2.0,7.0,1480.0,,2004.0,98053.0,-122.03399999999999,2250.0
230,655000.0,1.75,1450.0,2.0,7.0,1230.0,220.0,1915.0,98166.0,-122.375,2030.0
231,500000.0,2.75,2280.0,1.0,7.0,2280.0,0.0,1960.0,98059.0,-122.164,2280.0
232,,2.75,2940.0,1.0,8.0,1780.0,1160.0,1978.0,98023.0,-122.339,
233,213000.0,1.0,1000.0,1.0,6.0,1000.0,0.0,1961.0,98024.0,-121.899,1150.0
234,475000.0,1.5,2480.0,1.5,7.0,1620.0,860.0,1947.0,98108.0,-122.303,2090.0
235,1025000.0,4.0,,2.0,10.0,3760.0,0.0,1983.0,98033.0,-122.18299999999999,3430.0
236,416000.0,2.0,2220.0,1.0,7.0,1640.0,580.0,1976.0,98010.0,,2070.0
237,410000.0,1.0,,,7.0,1670.0,300.0,1904.0,98122.0,-122.303,
238,800000.0,3.5,3830.0,,,3530.0,,1993.0,98077.0,-122.023,2920.0
239,472000.0,2.5,4410.0,1.0,9.0,2350.0,2060.0,1965.0,98003.0,-122.324,2600.0
240,225000.0,1.75,1430.0,1.0,7.0,1430.0,0.0,1968.0,98003.0,-122.319,1190.0
241,210000.0,1.0,830.0,1.0,6.0,830.0,0.0,,98126.0,-122.376,830.0
242,455000.0,1.0,1430.0,1.5,7.0,1430.0,0.0,1925.0,98115.0,-122.29899999999999,
243,225000.0,1.0,1300.0,1.0,6.0,,0.0,1954.0,98002.0,-122.21600000000001,1260.0
244,480000.0,1.0,1030.0,1.0,7.0,790.0,240.0,1918.0,98103.0,,1390.0
245,363000.0,2.5,2740.0,2.0,9.0,2740.0,0.0,1990.0,98023.0,-122.395,2570.0
246,2400000.0,2.5,3650.0,1.0,9.0,1830.0,1820.0,,98074.0,,3120.0
247,181000.0,1.5,720.0,1.0,6.0,720.0,0.0,1954.0,98106.0,-122.35700000000001,1150.0
248,250000.0,2.0,2010.0,1.0,7.0,,,1976.0,98002.0,-122.213,
249,481000.0,1.75,1560.0,,6.0,,790.0,1918.0,98103.0,-122.345,1390.0
250,,2.0,1810.0,1.0,7.0,,570.0,,98032.0,-122.27799999999999,1750.0
251,455000.0,2.5,3360.0,2.0,9.0,3360.0,0.0,2001.0,98058.0,-122.111,3060.0
252,415000.0,2.25,,2.0,8.0,1510.0,0.0,1991.0,98045.0,-121.711,
253,349500.0,1.0,1400.0,1.0,7.0,800.0,600.0,,98118.0,-122.27,1620.0
254,245000.0,2.5,1730.0,2.0,,1730.0,0.0,1987.0,98030.0,-122.178,1630.0
255,592500.0,2.0,1420.0,1.5,7.0,1420.0,0.0,1928.0,98115.0,,1420.0
256,385000.0,1.75,2360.0,,7.0,1180.0,1180.0,1955.0,98106.0,-122.345,
257,315000.0,1.75,1580.0,1.0,7.0,1200.0,380.0,1974.0,98059.0,-122.147,1550.0
258,255000.0,1.0,1230.0,1.0,7.0,1230.0,0.0,1979.0,,-121.772,1380.0
259,693000.0,2.5,2460.0,2.0,8.0,2460.0,0.0,2006.0,98052.0,-122.109,
260,780000.0,1.0,1660.0,1.5,8.0,1460.0,200.0,1911.0,,-122.302,1660.0
261,237000.0,1.75,1270.0,1.0,7.0,1270.0,,1960.0,98198.0,-122.29,1600.0
262,,2.25,2100.0,2.0,10.0,1320.0,780.0,1979.0,,-122.04700000000001,2380.0
263,425000.0,1.0,770.0,1.0,,770.0,0.0,1930.0,98144.0,-122.29899999999999,1330.0
264,369900.0,0.75,760.0,1.0,5.0,760.0,0.0,,98070.0,-122.43799999999999,1230.0
265,290000.0,2.5,1700.0,2.0,7.0,1700.0,0.0,1988.0,98031.0,-122.171,1950.0
266,285000.0,1.0,1120.0,1.0,7.0,1120.0,0.0,1954.0,,-122.35799999999999,1130.0
267,415000.0,1.0,1070.0,1.0,7.0,1070.0,0.0,1937.0,98115.0,-122.29,1320.0
268,272500.0,2.5,2070.0,1.0,8.0,1420.0,650.0,1979.0,98023.0,-122.37100000000001,
269,2900000.0,3.25,5050.0,1.5,11.0,4750.0,,1982.0,98004.0,-122.223,3890.0
270,1365000.0,4.75,5310.0,2.0,11.0,5310.0,0.0,1989.0,98077.0,-122.042,
271,436000.0,1.0,1040.0,1.0,7.0,1040.0,0.0,1939.0,98133.0,-122.352,1440.0
272,,1.0,1700.0,1.0,7.0,1700.0,0.0,,98003.0,-122.323,1350.0
273,236000.0,1.0,,1.0,7.0,1300.0,0.0,1961.0,98178.0,-122.255,1320.0
274,331000.0,1.75,1080.0,,7.0,580.0,500.0,1954.0,98199.0,-122.4,1440.0
275,365000.0,2.5,2653.0,2.0,8.0,2653.0,0.0,2006.0,,-122.166,2653.0
276,450000.0,2.0,,1.0,,2290.0,0.0,1960.0,98058.0,-122.165,1660.0
